SL,TIME,BP,CIRCLUATION,HR,EEG,ACTIVITY
32476.3,9307.27,85,1922,176,-3654.53,3
32481.9,9611.33,69,1922,176,-3460.79,3
32499.9,11445.1,109,1692,204,-4173.44,4
32501.3,9871.15,82,1922,176,-3665.51,3
32505,8990.96,43,1692,195,-5135,0
32508.2,9947.84,89,1922,176,-3474.41,4
32520,10304.9,96,1637,205,-6419,0
32561.4,9505.14,91,1922,176,-3515.78,4
32572.2,10169,76,1922,176,-3479.15,4
32577.1,9678.01,87,1922,176,-3496.32,4
32579,9618.57,46,1689,170,-4902,0
32580.9,9800.93,95,1922,176,-3524.82,4
32586,9936.49,72,1922,176,-3451.01,3
32587.4,9394.44,83,1922,176,-3681.88,4
32593,10827.7,46,1633,226,-5674,0
32600,10316.9,61,1922,176,-3460.09,3
32608.9,11260.5,32,1414,166,-1740,4
32615.8,9688.67,82,1922,176,-3679.65,4
32648.5,9641.34,85,1922,176,-3518.3,3
32653.4,10052.9,76,1922,176,-3511.5,4
32653.5,10833.1,123,1692,204,-4345.75,3
32665,9177.8,48,1693,179,-3343,0
32682.7,11763.2,35,1414,166,-2170,4
32688.4,10341.5,72,1922,176,-3364.45,4
32699,10018.4,108,1752,173,-4777,0
32700.2,9372.13,77,1922,176,-3613.27,4
32710.2,9949.03,94,1922,176,-3525.18,4
32724,9886.06,97,1692,191,-4422,0
32730,9781.46,34,1631,179,-6605,0
32730,10823.1,69,1636,196,-3880,0
32743,11284.9,27,1635,210,-3238,0
32754.9,9815.97,85,1922,176,-3468.74,4
32766,11071,29,1637,193,-5960,0
32780,8723.38,30,1868,185,-2672,0
32816.9,11707.6,33,1111,166,-611,4
32821.6,10415.4,70,1922,176,-3372.05,4
32823.1,10474.6,72,1922,176,-3322.59,4
32824,9556.11,59,1922,176,-3581.94,3
32825.5,9853.08,91,1922,176,-3412.71,4
32837,9624.16,195,1624,137,-4625,0
32852.1,9906.25,83,1922,176,-3474.2,4
32858.4,9533.46,93,1922,176,-3427.32,4
32861.6,9011.54,86,1922,176,-3929.94,0
32863.7,9517.87,86,1922,176,-3706.05,4
32873.9,9715.81,91,1922,176,-3429.89,4
32883,9180.34,14,1809,189,-4972,0
32883.7,9289.89,90,1922,176,-3661.62,4
32884.9,9531.31,62,1922,176,-3570.96,3
32887.1,9564.82,77,1922,176,-3539.19,4
32889,12038,134,1421,235,-6870,0
32899,10834,10,1308,142,-3485,0
32916.3,10722.8,75,1922,176,-3250.56,4
32918,9657.13,78,1922,176,-3564.95,4
32921.2,9737,88,1922,176,-3652.19,4
32928,13347.9,25,1265,221,-4251,0
32930.3,9816.78,100,1922,176,-3577.92,4
32931.2,9897.73,82,1922,176,-3525.95,4
32932.1,9863.19,80,1922,176,-3495,4
32953.8,9509.27,94,1922,176,-3551.35,4
32958,9781.53,83,1922,176,-3479.11,5
32962.2,9321.66,88,1922,176,-3567.11,4
32985.5,9782.04,85,1922,176,-3492.62,4
33029,9666.72,87,1922,176,-3402.85,4
33041.4,10514.3,34,1581,234,-4220,2
33045,9340.92,87,1922,176,-3581.49,3
33050.9,9577.21,96,1922,176,-3587.86,3
33056.1,11245,34,1414,166,-2290,4
33056.7,9454.05,88,1922,176,-3588.04,4
33060.1,9759.47,35,1414,166,-3870,5
33079.8,10256.8,30,1111,166,-870,4
33083,11162.9,22,1583,192,-4655,0
33085.8,11491.2,28,1581,234,-1840,2
33109.2,9792.46,85,1922,176,-3601.05,3
33117.8,10521.7,44,1581,234,-4430,2
33139.3,10406.5,72,1922,176,-3308.72,4
33142.6,10406.6,72,1922,176,-3308.47,4
33157.5,9666.18,91,1922,176,-3530.53,4
33159.5,10003.1,85,1922,176,-3458.32,4
33201.3,11977.9,31,1581,234,-1340,3
33213.9,9448.74,91,1922,176,-3543.63,3
33265.9,9814.05,92,1922,176,-3502.94,3
33273.9,9440.43,87,1922,176,-3639.07,4
33279.2,9520.42,97,1922,176,-3497.99,4
33284.1,9492.45,84,1922,176,-3505.28,4
33285.7,9207.13,75,1922,176,-3643.94,4
33304,12208.3,121,1580,198,-3864,0
33306,11437.2,100,1212,206,-2911,0
33309,9024.83,52,1696,182,-5994,0
33326,12370.1,37,1420,227,-5327,0
33327.4,10126.9,69,1922,176,-3406.58,4
33331,11656.9,104,1692,204,-4078.11,4
33361.3,9593.71,90,1922,176,-3561.38,4
33363,8785.26,55,1572,154,-4393,0
33366.4,11728.9,24,1581,234,-2240,2
33367,10954.3,57,1522,198,-3700,0
33367.2,9578.98,85,1922,176,-3619.38,4
33376,11409,24,1211,168,-3886,0
33386.1,9394.81,92,1922,176,-3637.24,4
33387.5,9551.67,92,1922,176,-3587.91,4
33408.7,9440.83,91,1922,176,-3523.52,4
33411.1,11857.6,26,1581,234,-2070,2
33413,10623.3,132,1523,161,-4174,0
33415.1,9626.87,95,1922,176,-3555.88,4
33422.5,9705.13,89,1922,176,-3556.04,4
33486,8308.81,17,1808,155,-4184,0
33493,9645.6,41,1807,184,-2914,0
33505.9,9817.97,93,1922,176,-3492.59,3
33512.5,9929.18,69,1581,234,-1810,2
33531.2,11752.5,31,1111,166,-1030,3
33538.8,10246.5,91,1922,176,-3403.04,4
33557,11799.1,41,1581,234,-974,2
33562.7,11659.4,23,1581,234,14100,3
33562.9,9907.52,91,1922,176,-3579.88,3
33580.8,9474.27,71,1922,176,-3594.39,3
33581.1,11725.4,31,1111,166,-439,3
33581.5,9790.18,91,1922,176,-3614.37,4
33583,7743.97,81,1919,148,-3166.48,0
33585.7,9454.2,94,1922,176,-3396.91,4
33602.2,9489.29,94,1922,176,-3400.28,4
33602.5,9488.81,94,1922,176,-3392.38,4
33618.6,10644.5,87,1922,176,-3386.14,4
33631.9,9531.34,96,1922,176,-3472.11,4
33637,10037.4,32,1575,182,-5475,0
33646.9,9907.42,89,1922,176,-3550.7,4
33654,9859.61,79,1922,176,-3551.78,4
33666,10114,35,1698,210,-4477,0
33669.2,10347.6,85,1922,176,-3452.07,4
33670,12719.6,66,1365,235,-6539,0
33679.3,10962.4,43,1414,166,-1200,3
33691,10811.7,35,1636,193,-4399,0
33691,12357.5,32,1581,234,-2240,3
33728.8,11069.6,45,1581,234,-4310,2
33787.8,10802.6,22,1581,234,-3030,2
33790,8209.78,92,1744,156,-3368,0
33791,10339.6,52,1693,230,-4031,0
33803,10640.9,34,1699,207,-3810,0
33817.1,10888.7,21,1581,234,-2930,2
33827.2,11923.9,35,1581,234,-2820,2
33828.7,10166,86,1922,176,-3368.04,5
33847.9,10967.4,21,1581,234,-3020,2
33859.4,10444.1,84,1922,176,-3417.68,4
33860.4,10031.2,95,1922,176,-3478.29,4
33873.2,9714.1,56,1581,234,-2730,2
33874,10079,92,1922,176,-3549.39,5
33879,10468.9,90,1922,176,-3384.98,4
33879.4,10110.9,25,1414,166,-3440,4
33880,9269.49,72,1865,168,-3908,0
33891.3,10051.2,89,1922,176,-3482.4,4
33921.6,10030.2,94,1922,176,-3518.9,4
33923.1,9999.29,81,1922,176,-3469.58,4
33928.4,11762.4,21,1581,234,-2390,2
33933.1,11533.2,31,1581,234,-2600,2
33936,10587.5,101,1696,214,-4754,0
33950,11862.8,31,1111,166,-1060,3
33965.4,11892.5,36,1581,234,971,2
33967.8,10145.5,95,1922,176,-3562.7,5
33967.9,10105.8,95,1922,176,-3514.1,5
33982.7,10577.1,93,1922,176,-3457.2,5
33986.7,9737.04,80,1922,176,-3516.9,5
33987.7,9481.36,125,1691,208,-4514.05,4
33990,10761.6,231,1262,188,-3253,0
33993.7,9709,124,1691,208,-4464.24,4
33996,8752.9,23,1869,170,-3043,0
33996.2,11205.1,37,1414,166,-1290,3
34002,10117.5,27,1577,175,-3828,0
34010,10123.4,85,1685,192,-4434,0
34028.9,10077.9,71,1922,176,-3413.54,4
34032.7,12020.4,26,1581,234,-1700,2
34040.4,11336,53,1581,234,-3300,2
34052,10896.1,35,1580,196,-4550,0
34062,12183.6,114,1751,217,-5380,0
34065.5,10074.4,109,1691,208,-4368.03,5
34075.5,9778.11,84,1922,176,-3350.21,4
34081.6,10425.6,89,1922,176,-3333.25,4
34083.1,9749.65,84,1922,176,-3335.91,4
34115.6,11604.3,51,1581,234,-3720,2
34123.4,9858.37,81,1922,176,-3504.69,4
34140.3,9701.36,84,1922,176,-3608.73,4
34145,9943.07,92,1922,176,-3436.39,5
34148.6,10137.4,95,1922,176,-3518.52,5
34152,10635.8,66,1691,184,-5527,0
34168.4,10200.8,78,1922,176,-3426.24,4
34170.9,11978.3,38,1581,234,-2030,3
34175.2,10193,80,1922,176,-3452.03,4
34205.8,12401.4,32,1581,234,-2890,2
34207,9085.12,34,1307,151,-3850,0
34213.6,11572.6,41,1414,166,-1800,3
34217.4,10704.4,36,1111,166,174,4
34219.6,10105.3,80,1922,176,-3425.27,4
34220,9761.2,23,1991,188,-4547,0
34231,11466.1,43,1697,241,-6142,0
34265.7,9486.52,130,1691,208,-4600.31,4
34274.1,10116.9,80,1922,176,-3475.97,4
34279.6,10098.9,129,1691,208,-4411.64,4
34282.3,9441.06,125,1691,208,-4578.55,4
34285.5,10821.5,37,1414,166,-1880,4
34311.9,9971.16,132,1691,208,-4492.97,4
34312.9,9570.29,131,1691,208,-4570.69,4
34330.5,9606.79,83,1922,176,-3513.28,4
34331.3,9419.29,84,1922,176,-3575.05,4
34339.8,9768.78,128,1691,208,-4523.74,4
34343.8,9798.71,126,1691,208,-4452.98,4
34345,9773.64,27,1576,187,-3926,0
34345.6,9943.07,127,1691,208,-4524.66,4
34356.5,9995.91,131,1691,208,-4528.28,4
34358.9,9383.18,130,1691,208,-4616.24,4
34363.9,9890.03,132,1691,208,-4483.67,4
34364,12176.6,78,1367,221,-2935,0
34373.8,9770.1,131,1691,208,-4491.85,4
34374,8764.66,40,1991,166,-5485,0
34400.8,11662.6,32,1581,234,6710,2
34410.8,9819.82,130,1691,208,-4515.51,4
34421.3,10512.9,118,1691,208,-4246.51,4
34426.9,9712.19,26,1414,166,-3090,4
34427.9,9862.2,130,1691,208,-4476.76,4
34433.1,9731.66,129,1691,208,-4517.08,4
34438.8,11384.3,46,1581,234,-2150,3
34441.2,12055.1,22,1581,234,-1980,2
34451.5,10654.6,39,1581,234,-3640,2
34452,8664.57,30,1809,164,-3987,0
34464.3,9663.99,130,1691,208,-4536.68,4
34465.4,9712.34,70,1922,176,-3595.43,4
34468,9490.33,130,1691,208,-4616.79,4
34473,10463.1,136,1691,208,-4213.41,4
34473.9,9889.07,123,1691,208,-4550.5,4
34485.2,9879.31,82,1922,176,-3381.73,4
34485.6,10406.2,133,1691,208,-4341.5,4
34489,9860.28,33,1577,184,-4138,0
34495,9922.84,130,1990,190,-5973,0
34499.5,10085.4,85,1922,176,-3560.29,4
34501.6,10177.6,85,1922,176,-3498.58,4
34522,9801.06,118,1698,186,-4150,0
34526.6,10330,130,1691,208,-4352.65,4
34527.2,12014.7,30,1581,234,-820,2
34527.8,9878.02,93,1922,176,-3740.44,5
34540.1,9819.77,127,1691,208,-4584.97,4
34551,9713.91,86,1922,176,-3465.99,4
34555.5,9819.07,121,1691,208,-4462.35,5
34560.4,10154.8,89,1922,176,-3473.55,4
34571,9075.43,30,1632,211,-4805,0
34578,10508.4,166,1697,197,-4823,0
34582,10459.6,134,1691,208,-4412.76,4
34590,9884.89,128,1691,208,-4433.86,4
34590.4,9457.96,123,1691,208,-4941.31,0
34602.6,9880.48,125,1691,208,-4567.76,4
34606.8,9601.76,87,1922,176,-3592.68,4
34608.5,9923.88,126,1691,208,-4586.08,4
34611.9,10243.2,31,1111,166,-867,4
34615.5,9884.54,123,1691,208,-4573.87,4
34617.4,11797.7,22,1581,234,-2860,2
34641.8,9978.41,125,1691,208,-4516.51,4
34646,9883.21,40,1638,187,-4441,0
34661,8550.48,102,1988,171,-4331,0
34674,11131,42,1111,166,1410,3
34678.3,10070.3,134,1691,208,-4424.14,4
34690.2,9763.39,109,1691,208,-4337.42,4
34693.7,10036.4,78,1922,176,-3398.37,4
34696,10504.9,55,1808,181,-2520,0
34709.5,10184.2,109,1691,208,-4428.3,5
34714,8372.08,32,1928,178,-2669,0
34715,10007.1,46,1522,188,-4931,0
34725,9789.11,86,1922,176,-3527.9,4
34729,11172.6,58,1692,187,-4034,0
34733.9,10039.8,134,1691,208,-4542.06,4
34752.3,10071.8,124,1691,208,-4313.84,4
34760.4,9847.9,37,1581,234,-3180,2
34774.9,10304.1,120,1691,208,-4345.6,4
34775.7,10111.9,122,1691,208,-4263.32,4
34776.3,10824.1,33,1581,234,-3620,2
34791.1,10155,31,1414,166,-3000,4
34794,10241.5,151,1637,205,-4704,0
34804.4,9873.69,120,1691,208,-4416.26,4
34826,8672.79,26,1993,185,-3465,0
34830.3,9762.78,45,1581,234,-2390,2
34834.3,10166,130,1691,208,-4397.74,4
34837,11350.8,36,1581,234,-1290,3
34841.2,10216.6,125,1691,208,-4388.45,4
34842.3,10181.9,119,1691,208,-4392.43,4
34845.2,9957.01,90,1922,176,-3726.84,5
34850.3,10217.5,125,1691,208,-4342.15,4
34852.2,10364.1,126,1691,208,-4364.53,4
34897.6,10872,64,1922,176,-3299.51,5
34911,9944.73,121,1682,172,-3899,0
34911.6,9910.85,84,1922,176,-3549.74,4
34943,10814.1,5,1694,209,-3929,0
34952.2,11486.2,28,1581,234,-2660,2
34962,9147.95,86,1573,175,-3003,0
34962.4,11979.7,40,1581,234,-2640,3
34968.9,10059.6,97,1922,176,-3735.26,5
34987.2,9930.89,120,1691,208,-4457.36,4
34990.8,10899.9,110,1691,208,-4219.96,5
34998,10905.2,108,1691,208,-4258.93,5
34999.8,10224.8,73,1922,176,-3367.52,5
35005,9868.87,32,1934,204,-3824,0
35029.5,10299,122,1691,208,-4239.49,4
35041.4,10424.8,114,1691,208,-4345.67,4
35050.4,10709.9,110,1691,208,-4261.17,5
35051.3,9852.27,91,1922,176,-3748.91,5
35061.5,10708.3,110,1691,208,-4273.01,5
35072,10264.6,108,1691,208,-4414.2,5
35077.7,10118.2,113,1691,208,-4449.89,5
35080,11061.6,23,1750,215,-4237,0
35082,11109.6,156,1586,277,-8347,0
35097.8,10057.2,128,1691,208,-4453.96,4
35100.3,10265.7,114,1691,208,-4363.16,5
35117,10657.5,114,1691,208,-4253.81,5
35123.2,10320,125,1691,208,-4472.45,4
35131,10242.4,109,1691,208,-4373.16,5
35132.1,9872.34,92,1922,176,-3723.94,5
35141.1,10111,115,1691,208,-4380.18,4
35145.4,10594.4,110,1691,208,-4257.24,5
35151.4,9910,129,1691,208,-4456.41,4
35151.5,10034.5,124,1691,208,-4419.78,4
35152.8,9638.87,125,1691,208,-4515.97,5
35157,9200.26,26,1626,136,-2650,0
35164.4,10617.8,110,1691,208,-4320.89,5
35170.1,9700.46,126,1691,208,-4453.43,5
35185.1,10018.9,124,1691,208,-4403.02,4
35189.9,10729,131,1691,208,-4245.07,4
35192.4,9753.4,125,1691,208,-4779.05,5
35203,9681.7,31,1871,192,-5716,0
35207.9,9767.79,130,1691,208,-4456.86,4
35209.8,10457,110,1691,208,-4224.16,5
35212,10343.5,124,1697,210,-3669,0
35216,9948.13,130,1691,208,-4435.95,4
35222,9520.58,96,1810,184,-5901,0
35222.9,10179,125,1691,208,-4442.48,4
35226,9907.27,109,1691,208,-4545.25,5
35235.1,10020.7,128,1691,208,-4411.58,4
35247,9965.87,130,1691,208,-4454.12,4
35248.4,10069.7,129,1691,208,-4417.78,4
35252.2,9833.31,119,1691,208,-4311.14,5
35257.4,9825.88,119,1691,208,-4325.2,5
35259,11935,24,1368,200,-3697,0
35265,9640.15,20,1993,166,-4289,0
35266.6,9869.56,23,1414,166,-2480,3
35268.7,10367.6,126,1691,208,-4408.82,4
35280,8764.12,51,1992,180,-5615,0
35288,11899,25,1809,223,-5172,0
35289.3,9812.87,116,1691,208,-4318.67,5
35302.2,10063.1,110,1691,208,-4472.42,5
35303.2,10177.8,113,1691,208,-4393.87,5
35308.3,10191.9,123,1691,208,-4340.29,4
35318.8,9762.8,125,1691,208,-4530.01,4
35350,9995.13,28,1809,216,-2737,0
35354.1,11517.4,31,1111,166,-421,3
35361,11627.1,34,1690,209,-4633,0
35365.1,10655.9,130,1691,208,-4368.79,5
35372.5,10958.5,33,1111,166,285,3
35374.8,10388.9,131,1691,208,-4395.87,4
35377,10011.3,122,1691,208,-4442.03,5
35392,8862.25,87,2054,181,-1897,0
35393.9,10170.2,116,1691,208,-4307.49,4
35403,10778.3,167,1523,202,-4467,0
35419,8958.09,45,1929,195,-3358,0
35431.2,10131.3,106,1691,208,-4283.73,5
35439,11202.1,41,1643,270,-5864,0
35444.2,11567.3,28,1581,234,56000,3
35463.5,11603.2,30,1111,166,-916,3
35476.7,9834.53,119,1691,208,-4296.77,4
35489.8,10629.9,94,1691,208,-4235.18,5
35499,12150.4,35,1808,197,-5749,0
35518.9,10261.4,118,1691,208,-4242.17,5
35534,10468.1,59,1870,202,-1313,0
35546.7,10166.4,122,1691,208,-4347.69,4
35547.4,11019.7,39,1581,234,-3400,2
35557.8,11961,20,1581,234,-2330,2
35558.1,9739.95,120,1691,208,-4451.32,5
35571.8,10091.2,134,1691,208,-4413.52,5
35574.1,9916.67,122,1691,208,-4370.3,4
35581.1,11336.2,42,1581,234,-10.6,2
35602.4,9996.45,124,1691,208,-4267.52,4
35605,9009.22,18,1575,166,-3924,0
35610.3,10202.4,118,1691,208,-4416.55,4
35611.6,10180.2,119,1691,208,-4385.4,4
35630,10725.7,52,1811,199,-4015,0
35637,10508.5,28,1692,205,-3479,0
35661.5,9874.82,121,1691,208,-4362.12,4
35662.6,10146,114,1691,208,-4274.34,4
35670.9,9897.38,121,1691,208,-4341.67,4
35682.3,10861.9,135,1691,208,-4258.51,4
35722,11880.5,39,1750,230,-7190,0
35759,9570.78,108,1750,210,-4763,0
35767,10760.1,115,1691,208,-4214.87,5
35792.5,11269.7,27,1581,234,-4770,2
35802.9,10132.8,112,1691,208,-4247.35,5
35810.3,10152.6,110,1691,208,-4297.08,4
35879.3,10476.2,124,1691,208,-4295.6,4
35892,8825.51,40,1868,175,-3519,0
35907,10873.6,47,1695,215,-3725,0
35923,11724.8,74,1526,226,-4267,0
35946.5,10759.4,40,1111,166,-281,3
35953,11020.6,82,1582,194,-4783,0
35962.3,10321.9,117,1691,208,-4316.41,4
35962.3,10323.9,117,1691,208,-4319.14,4
35974.7,10620.1,25,1111,166,-444,3
35981,10427.2,76,1636,201,-7151,0
35986.7,10866.7,33,1111,166,165,3
35996,8551.47,37,2051,177,-2427,0
35999.8,9639.48,44,1997,196,-3930,5
36002.9,11542.5,26,1581,234,-4100,2
36016.8,9627.81,42,1997,196,-4600,5
36019.4,9797.38,43,1997,196,-4090,5
36045.4,9743.45,46,1997,196,-4880,5
36051.7,9628.89,43,1997,196,-4360,5
36062.8,9399.56,38,1997,196,-3660,5
36065,11578.4,33,1521,208,-4388,0
36065.1,11481.9,33,1521,206,-4919.72,0
36070.9,11374.1,115,1691,208,-4132.67,5
36075,10140.8,28,1641,218,-3985,0
36102,9251.13,35,1989,167,-2644,0
36152.2,10791.7,49,1581,234,-2730,2
36165.7,12129.9,31,1111,166,-1230,4
36176,9554.34,79,1747,159,-3932,0
36180.4,9855.2,42,1997,196,-4120,5
36193,8518.37,23,2055,175,-3697,0
36199,10780.5,106,1691,192,-5038,0
36201,9829.34,46,1877,183,-3624,0
36201.5,9758.86,44,1997,196,-3730,5
36209.7,9922.32,41,1997,196,-4250,5
36221.1,9741.53,41,1997,196,-3770,5
36222.7,9943.37,43,1997,196,-3310,5
36224.5,9636.32,43,1997,196,-3530,5
36234.1,9458.41,43,1997,196,-4510,5
36237.8,9839.47,116,1869,196,-4585.34,0
36239.7,11748.2,27,1581,234,-3070,2
36256.1,9945.84,43,1997,196,-3740,5
36296.1,9944.07,43,1997,196,-3820,5
36296.5,9906.17,43,1997,196,-3120,5
36304,11687,24,1581,234,-3090,2
36304,10016.8,40,2054,212,-4744,0
36323,10612.5,131,1757,227,-6617,0
36349,11231.2,37,1416,186,-4449,0
36350.6,11432.9,15,1755,225,-5645.27,0
36353.2,9844.78,43,1997,196,-4610,5
36356,12075.6,29,1581,234,-2900,2
36358,11316.3,57,1816,254,-6392.39,0
36370.7,11326.5,37,1111,166,-401,4
36372.3,10309.3,45,1997,196,-3900,5
36375.9,9519.81,42,1997,196,-3660,5
36390.2,9903.3,35,1997,196,-4830,5
36420.4,10120.6,42,1997,196,-3430,5
36421.5,10992.1,26,1414,166,-2890,3
36430,9976.33,117,1691,208,-4388.08,4
36431.6,9915.13,44,1997,196,-4000,5
36442,11127.9,104,1811,196,-5757,0
36450.6,10089.5,40,1997,196,-3750,5
36457.7,9779.29,43,1997,196,-3800,5
36478,8174.63,15,1925,144,-2661,0
36490.9,8901.68,43,1997,196,-4850,4
36510.5,9563.46,33,1997,196,-3830,4
36522.3,10316.7,48,1997,196,-3600,5
36538.1,9458.4,35,1997,196,-3820,4
36544,9382.42,66,1524,158,-4093,0
36550.1,10107.7,42,1997,196,3070,5
36583.2,11899.9,38,1414,166,-2510,4
36583.6,10018.4,41,1997,196,-4260,4
36608,12338.5,100,1638,204,-6731,0
36638.1,12247.3,43,1581,234,-1860,3
36639,9664.45,33,1997,196,-3830,4
36654,12121.1,52,1581,234,-2520,4
36657.4,9876.42,33,1997,196,-3270,4
36667.8,9967.8,42,1997,196,-2990,5
36671.1,9989.04,33,1997,196,-2900,4
36674.3,9468.12,37,1997,196,-3880,4
36674.7,9811.35,30,1997,196,-3380,4
36688.1,9936.75,34,1997,196,-3840,4
36696.1,9317.62,37,1997,196,-4570,4
36700.7,11236.4,36,1111,166,-777,4
36702,11893.3,146,1586,242,-7769,0
36728.4,9300.86,37,1997,196,-4870,4
36737,12662.1,60,1581,234,555,2
36738,9473.73,37,1997,196,-4530,4
36750.7,9784.19,41,1997,196,-3060,4
36759,11185.2,24,1814,211,-3171,0
36760.9,9213.42,48,1997,196,-4570,3
36767.5,10097.3,111,1751,205,-4673.59,0
36770,12903.8,24,1581,234,-2320,2
36781.6,9241.18,35,1997,196,-4370,4
36792.1,10012.1,35,1997,196,-3420,4
36793.4,10967.8,42,1997,196,-4280,4
36800.3,10150.4,39,1997,196,-3600,4
36834.4,10438.7,44,1997,196,-4020,3
36838.6,9825.72,42,1997,196,-3350,4
36840.4,9758.09,34,1997,196,-3920,3
36843.4,9911.99,41,1997,196,-4200,4
36852.9,11650.2,24,1581,234,-3880,2
36858.2,10854.3,108,1751,205,-4066.46,3
36869,10967.5,35,1698,184,-4360,0
36871,10094.3,40,1997,196,-4260,4
36874,10492.9,61,1874,209,-5079,0
36875.2,9687.52,110,1751,205,-4146.96,3
36881.7,11411,38,1414,166,-2210,4
36885,8651.28,14,1806,166,-5031,0
36888.7,10206.1,42,1997,196,-4030,3
36892.8,9257.81,47,1997,196,-4500,3
36892.9,9702.79,110,1751,205,-4146.49,3
36901.6,10651.2,37,1414,166,-1390,5
36901.7,10282.6,35,1997,196,-3700,4
36909.9,9228.5,45,1997,196,-4070,3
36915,9158,105,1806,174,-4694,0
36923.8,10241.7,40,1997,196,-3220,3
36924.1,10385.9,30,1997,196,-3210,3
36965.8,10456.1,34,2118,193,-3677.6,3
36975.1,10366.7,37,1997,196,-2910,4
36984,10018.6,30,1811,196,-3413,0
36992,10131,32,1998,218,-5798,0
37007.9,10239,35,1997,196,-3750,4
37029.1,10200.4,45,1997,196,-3550,3
37040.3,10420.3,106,1751,205,-4127.33,3
37054,12188.2,27,1575,200,-3707,0
37083.8,9311.18,11,1885,196,5470,3
37084,12407.3,51,1749,266,-5767,0
37090.3,10052.8,37,1997,196,-3710,4
37102.6,10249,49,1997,196,-3820,4
37115,11295.7,33,1214,198,-3714,0
37117.8,10527.9,106,1751,205,-4130.87,3
37137.4,10132.6,43,2118,193,-3638.04,4
37143.5,12006.8,36,1111,166,-1010,4
37160.1,10137.5,40,1997,196,-2560,5
37164.5,12689.4,42,1581,234,2030,2
37164.5,12629.3,42,1581,234,2040,2
37166.5,10588.2,34,1997,196,-3330,3
37195,9483.35,25,1689,196,-5168,0
37225,11955.4,38,1111,166,-930,4
37227,11951.2,16,1934,248,-5996,0
37227.1,8739.48,34,2118,193,-4383.27,4
37230.1,9275.28,46,2054,180,-3721.33,5
37230.3,10066.5,41,1997,196,-3460,5
37240.8,8881.74,52,2054,180,-3739.61,5
37249.6,10556.8,113,1751,205,-4122.31,3
37252.7,9487.59,41,1997,196,-3610,3
37258.3,10888.2,40,1997,196,-4170,5
37261,10515,29,1752,199,-3624,0
37265.2,12325.5,44,1581,234,-3790,2
37267,8730.45,92,2121,168,-2872,0
37286,9487.85,37,1815,226,-6252,0
37287,14355.2,36,1526,204,-3819,0
37288,9654.12,14,1694,178,-4180,0
37304.6,10673.1,41,1997,196,-2890,5
37305.2,10713.6,107,1751,205,-4084.31,3
37324,11326.5,52,1752,199,-3800,0
37326,9066.55,51,2054,180,-3729.82,5
37330.9,9902.34,43,1997,196,-2870,4
37333.5,8895.89,51,2054,180,-3769.05,5
37335.9,8884.28,38,2118,193,-4315.4,4
37355.1,8398.63,59,2118,193,-4363.98,5
37363.8,10983.4,122,1751,205,-4102.33,5
37379.6,8882.62,43,2118,193,-4372.96,4
37380,9969.04,32,1696,176,-3115,0
37396.7,10084.6,44,1997,196,-3430,2
37399,10869.5,32,1877,230,-3637,0
37402.5,10336.5,34,2118,193,-3811.3,4
37407.3,10323,107,1751,205,-4297.39,3
37415,11830.4,32,1937,230,-3077,0
37420.4,9432.72,45,2054,180,-3575.45,5
37430,11440.6,30,1210,147,-2665,0
37437.1,11249.9,34,1414,166,-2150,3
37445.8,9305.3,44,2054,180,-3791.2,4
37445.8,8370.33,17,1885,196,-2380,3
37447.7,12587.3,33,1581,234,2980,3
37448.2,9042.9,49,2054,180,-3672.72,5
37471.9,10399.4,35,1997,196,-3470,4
37477.7,10438.8,128,1751,205,-4136.9,2
37485.3,11208.8,111,1751,205,-3744.35,3
37489.1,9006.17,49,2054,180,-3703.48,5
37495,11824.3,38,1697,224,-4997,0
37495.5,8594.17,17,1885,196,-2420,3
37502,9698.23,57,1935,204,-4882,0
37515.4,8382.28,101,2054,180,-1310.91,5
37516,10933,38,1692,208,-4226,0
37528.1,10880.5,39,1818,235,-5811.97,0
37529,8893.95,40,2054,180,-3720.9,5
37540,9918.68,33,1932,183,-4179,0
37541.1,9588.62,51,2054,180,-3607.71,5
37560.5,9213.62,39,2054,180,-3817.24,5
37561.6,10006.9,47,1997,196,-3420,2
37565.6,10848.3,158,1994,216,-5021.26,0
37570.7,13202.6,51,1581,234,109,3
37582.3,9265.41,37,2054,180,-3704.26,5
37586.4,10604.7,35,1997,196,-3860,3
37590,11602.1,112,1751,205,-3729.35,3
37594.8,10473.3,41,1997,196,-3230,3
37602.5,9090.65,39,2054,180,-3840.27,5
37605.2,10655,96,1751,205,-4086.73,4
37612,8565.25,55,2118,193,-4400.2,4
37616,10645.1,26,1523,190,-5401,0
37627.3,10159.3,34,1997,196,-3610,3
37628.6,10641.6,126,1751,205,-4199.38,3
37632.5,9388.2,38,2054,180,-3691.46,5
37635.2,8622.44,47,2054,180,-3930.51,4
37642.2,9423.75,42,2054,180,-3734.58,5
37643,11222.9,41,1695,214,-5392,0
37651.8,9010.38,51,2054,180,-3700.29,5
37653.6,9328.25,46,2054,180,-3810.79,4
37654.8,13101.2,45,1581,234,-1470,3
37655.4,8256.84,11,1885,196,-1970,3
37675.8,8300.11,17,1885,196,-2420,3
37688.6,10390.4,36,1997,196,-3050,3
37689.6,8622.52,53,2054,180,-3932.59,5
37692,9481.96,18,1993,188,-4468,0
37693.8,10605.5,128,1751,205,-4190.6,2
37694.7,10260.4,33,2118,193,-4375.17,4
